Brand,Model,Selling_Price,KM_Driven
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,700000,70000
Maruti,Maruti Wagon R LXI DUO BSIII,70000,162000
Toyota,Toyota Fortuner 3.0 Diesel,1250000,205000
Audi,Audi A6 2.8 FSI,650000,70000
Hyundai,Hyundai Xcent 1.2 CRDi S,450000,70000
Mahindra,Mahindra XUV500 W8 2WD,750000,100000
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,775000,70000
Hyundai,Hyundai Santa Fe 4X4,800000,220000
Honda,Honda Amaze E i-Vtech,360000,80000
Toyota,Toyota Corolla Altis Diesel D4DG,250000,120000
Jeep,Jeep Compass 2.0 Longitude Option BSIV,1490000,22038
Nissan,Nissan Terrano XL 110 PS,600000,80000
Maruti,Maruti Alto LX,120000,90000
Tata,Tata New Safari DICOR 2.2 EX 4x2,320000,140000
Mahindra,Mahindra Thar 4X2,400000,120000
Maruti,Maruti Swift Dzire ZDI,302000,60000
Chevrolet,Chevrolet Beat Diesel LT,130000,80000
Maruti,Maruti Swift Dzire LXI Option,150000,60000
Tata,Tata Indica Vista Aura Plus 1.3 Quadrajet,200000,90000
Toyota,Toyota Innova 2.5 G1 BSIV,950000,80000
Maruti,Maruti Swift Vdi BSIII,120000,175000
Mahindra,Mahindra XUV500 W7 BSIV,1400000,10000
Hyundai,Hyundai i20 1.2 Asta Option,620000,65000
Toyota,Toyota Innova 2.5 GX 8 STR BSIV,449000,90000
Maruti,Maruti Alto LXi,100000,70000
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,600000,2500
Honda,Honda Amaze VX i-DTEC,700000,35000
Chevrolet,Chevrolet Beat Diesel LT,250000,40000
Maruti,Maruti Baleno RS 1.0 Petrol,550000,63000
Skoda,Skoda Superb Ambition 2.0 TDI CR AT,675000,88000
Nissan,Nissan Terrano XL Plus 85 PS,530000,55000
Chevrolet,Chevrolet Enjoy TCDi LT 7 Seater,325000,71014
Renault,Renault Scala Diesel RxL,370000,60000
Skoda,Skoda Rapid 1.5 TDI Ambition,360000,70000
Skoda,Skoda Superb LK 1.8 TSI AT,650000,60000
Ford,Ford Fiesta 1.5 TDCi Titanium,199000,92000
Mahindra,Mahindra Quanto C6,285000,89126
Volkswagen,Volkswagen Jetta 1.9 TDI Comfortline DSG,260000,134000
Maruti,Maruti Ciaz 1.4 AT Zeta,869999,15000
Hyundai,Hyundai Grand i10 1.2 CRDi Magna,425000,42500
Chevrolet,Chevrolet Cruze LTZ AT,490000,42000
Mahindra,Mahindra XUV500 AT W8 FWD,750000,70000
Honda,Honda City 1.5 EXI,125000,110000
Fiat,Fiat Linea 1.3 Emotion,221000,131365
Volkswagen,Volkswagen Vento 1.5 TDI Highline AT,724000,48980
Honda,Honda Amaze VX AT i-Vtech,440000,46000
Chevrolet,Chevrolet Spark 1.0 LS,70000,60000
Maruti,Maruti Baleno Delta Diesel,511000,58000
Maruti,Maruti S-Cross Alpha DDiS 200 SH,790000,22000
Hyundai,Hyundai i20 1.2 Asta Option,640000,37000
Hyundai,Hyundai Santro Xing GLS,120000,70000
Chevrolet,Chevrolet Beat Diesel LT,126000,98900
Chevrolet,Chevrolet Beat Diesel LT,120000,125000
Mahindra,Mahindra TUV 300 T4 Plus,650000,60000
Hyundai,Hyundai Grand i10 Asta,450000,80000
Maruti,Maruti Zen Estilo LXI Green (CNG),110000,80000
Mahindra,Mahindra Bolero Power Plus Plus AC BSIV PS,600000,40000
Mahindra,Mahindra XUV500 W8 4WD,620000,80000
Ford,Ford Ecosport 1.5 DV5 MT Titanium,600000,30000
Mahindra,Mahindra Bolero Power Plus ZLX,795000,35000
Tata,Tata Winger Deluxe - Hi Roof (AC),300000,180000
Renault,Renault Lodgy 85PS RxL,495000,60000
Audi,Audi A4 3.0 TDI Quattro,1580000,86000
Audi,Audi Q3 2.0 TDI Quattro Premium Plus,1750000,127643
Tata,Tata Hexa XTA,1350000,34000
Mahindra,Mahindra Xylo D4,350000,145000
Datsun,Datsun RediGO AMT 1.0 S,300000,25000
Tata,Tata Zest Revotron 1.2T XMS,400000,54000
Audi,Audi A6 2.0 TDI  Design Edition,1750000,102354
Maruti,Maruti Zen LX,70000,70000
Nissan,Nissan Sunny XL D,500000,70000
Audi,Audi Q3 35 TDI Quattro Technology,2575000,36000
Honda,Honda Brio VX,345000,58000
Tata,Tata Indigo CR4,220000,100000
Audi,Audi Q5 2.0 TFSI Quattro Premium Plus,1850000,62237
Hyundai,Hyundai Santro Xing XL eRLX Euro III,114999,90000
Maruti,Maruti 800 AC,50000,100000
Honda,Honda Jazz Select Edition,585000,14000
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,950000,21394
Maruti,Maruti Swift Dzire AMT VXI,625000,13800
Hyundai,Hyundai Creta 1.6 SX Automatic,1035000,23000
Datsun,Datsun GO T Petrol,310000,32686
Mahindra,Mahindra Xylo D4,600000,99700
Toyota,Toyota Fortuner 2.8 4WD AT BSIV,3100000,5000
Honda,Honda City i-DTEC SV,650000,49654
Hyundai,Hyundai Grand i10 Asta,550000,45457
Hyundai,Hyundai Creta 1.6 CRDi SX,1260000,39221
Hyundai,Hyundai i20 Sportz 1.2,660000,48220
Hyundai,Hyundai i20 Sportz 1.2,700000,11114
Hyundai,Hyundai Getz 1.5 CRDi GVS,235000,60208
Volkswagen,Volkswagen Vento 1.5 TDI Highline,475000,80000
Mercedes-Benz,Mercedes-Benz E-Class 280 CDI Elegance,795000,98600
Audi,Audi RS7 2015-2019 Sportback Performance,8900000,13000
Audi,Audi Q5 3.0 TDI Quattro Technology,3200000,30000
MG,MG Hector Smart AT,1860000,18000
Land,Land Rover Range Rover 4.4 Diesel LWB Vogue SE,4200000,100000
Honda,Honda City VX CVT,850000,58000
Mahindra,Mahindra Xylo D4,585000,85441
Mahindra,Mahindra Verito 1.5 D4 BSIV,380000,64541
Maruti,Maruti Swift Dzire VDI,650000,35000
Maruti,Maruti Swift ZXI Plus,600000,30000
Nissan,Nissan Micra Active XV,434999,16267
Volkswagen,Volkswagen Vento 1.5 TDI Highline,525000,71500
BMW,BMW 5 Series 520d Luxury Line,4800000,12999
Chevrolet,Chevrolet Aveo U-VA 1.2 LS,160000,80000
Maruti,Maruti Zen Estilo 1.1 LXI BSIII,160000,90000
Chevrolet,Chevrolet Spark 1.0 LT,125000,28000
Mahindra,Mahindra Bolero Power Plus Plus AC BSIV PS,430000,200000
Hyundai,Hyundai Creta 1.6 VTVT S,900000,14700
Maruti,Maruti Alto LX,61000,90000
Maruti,Maruti Wagon R LXI BS IV,400000,50000
Hyundai,Hyundai Santro Xing XS,150000,100000
Volkswagen,Volkswagen Polo GT 1.0 TSI,950000,24000
Tata,Tata Indigo CR4,220000,100000
Hyundai,Hyundai Getz GLX,110000,90000
Tata,Tata Bolt Revotron XM,375000,30000
Datsun,Datsun GO Plus T Option,350000,80000
Hyundai,Hyundai i20 Magna 1.4 CRDi (Diesel),310000,92686
Tata,Tata Indica GLS BS IV,90000,300000
Volkswagen,Volkswagen Vento Petrol Highline,350000,90000
Hyundai,Hyundai Santro LS zipPlus,100000,60000
Mahindra,Mahindra XUV500 AT W6 2WD,1300000,40000
Maruti,Maruti Wagon R LXI,70000,90000
Chevrolet,Chevrolet Sail Hatchback LT ABS,225000,80000
Honda,Honda City 1.3 EXI,145000,100000
Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,930000,20000
Maruti,Maruti Swift VXI,550000,51000
Maruti,Maruti Alto LX BSIII,85000,120000
Hyundai,Hyundai EON Era Plus Sports Edition,280000,55000
Hyundai,Hyundai EON Magna Plus,360000,6000
Maruti,Maruti Alto LXi,150000,40000
Skoda,Skoda Rapid 1.6 MPI AT Ambition BSIV,900000,15000
Ambassador,Ambassador CLASSIC 1500 DSL AC,120000,50000
Fiat,Fiat Linea T Jet Emotion,215000,90000
Renault,Renault Scala Diesel RxL,550000,38500
Tata,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,775000,35000
Maruti,Maruti Gypsy King HT BSIV,409999,49359
Maruti,Maruti 800 AC Uniq,65000,70000
Maruti,Maruti Wagon R LXI Minor,200000,90000
Maruti,Maruti Wagon R VXI BS IV,240000,50000
Toyota,Toyota Innova 2.5 VX 8 STR,800000,108731
Toyota,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,400000,120000
Tata,Tata Sumo Gold EX BSIII,500000,60000
Mahindra,Mahindra Renault Logan 1.5 DLX Diesel,150000,90000
Toyota,Toyota Etios GD,500000,140000
Hyundai,Hyundai EON Magna Plus,320000,80000
Nissan,Nissan Micra Diesel XV,300000,90000
Renault,Renault Lodgy Stepway 85PS RXZ 8S,650000,40000
Maruti,Maruti Alto 800 LXI,285000,14000
Tata,Tata Aria Pleasure 4x2,360000,70000
Honda,Honda Accord 2.4 MT,450000,55000
Maruti,Maruti Alto LXi,175000,60000
Chevrolet,Chevrolet Cruze LT,350000,74000
Ford,Ford Figo Aspire 1.5 TDCi Titanium,530000,45000
Honda,Honda City i-DTEC ZX,1025000,38000
Honda,Honda BR-V i-DTEC VX MT,950000,24000
Honda,Honda WR-V i-VTEC VX,725000,29976
Honda,Honda City i VTEC VX,919999,41000
Honda,Honda Jazz 1.5 V i DTEC,700000,15000
Honda,Honda Jazz 1.5 VX i DTEC,725000,36000
Honda,Honda BR-V i-VTEC VX MT,840000,30646
Maruti,Maruti Wagon R VXI BS IV,365000,23600
Honda,Honda City i DTEC SV,665000,71318
Maruti,Maruti 800 Std,50000,78098
Hyundai,Hyundai EON Era Plus,225000,30000
Hyundai,Hyundai i10 Era,229999,45000
Hyundai,Hyundai Santro Xing GL,145000,67000
Ford,Ford Figo Aspire Facelift,624000,14681
Hyundai,Hyundai Verna 1.4 VTVT,500000,25000
Ford,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,750000,18054
Honda,Honda City i DTEC VX,785000,40000
Hyundai,Hyundai i10 Sportz,225000,30000
Hyundai,Hyundai Xcent 1.1 CRDi Base,300000,80000
Hyundai,Hyundai i20 Asta 1.4 CRDi,680000,20000
Mahindra,Mahindra TUV 300 T8,700000,40000
Tata,Tata Indigo CS eLS BS IV,180000,120000
Ford,Ford Fiesta 1.4 SXi TDCi ABS,270000,120000
Maruti,Maruti Swift Dzire VXi,370000,97000
Mahindra,Mahindra Xylo H8 ABS with Airbags,1100000,70000
Hyundai,Hyundai Accent CRDi,120000,120000
Skoda,Skoda Rapid 1.6 TDI PRESTIGE,430000,88000
Maruti,Maruti Swift ZDi,550000,38406
Hyundai,Hyundai Santro Xing GLS,320000,54350
Maruti,Maruti Wagon R VXI BS IV,390000,32260
Renault,Renault Duster 85PS Diesel RxE,550000,58231
Maruti,Maruti Swift VXI,370000,59858
Maruti,Maruti Alto LXi BSIII,190000,73350
Renault,Renault Duster 110PS Diesel RxZ,509999,88473
Honda,Honda City S,450000,96987
Mercedes-Benz,Mercedes-Benz GLS 2016-2020 350d 4MATIC,5500000,77350
Maruti,Maruti Swift Dzire VDI,550000,61187
Mahindra,Mahindra Xylo E6,400000,68350
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,585000,81150
Hyundai,Hyundai Grand i10 1.2 Kappa Asta,500000,30000
Maruti,Maruti Ciaz ZXi,800000,30000
Maruti,Maruti Swift Vdi BSIII,265000,120000
Ford,Ford Figo Diesel Titanium,175000,180000
Fiat,Fiat Palio 1.2 Sport,125000,50000
Tata,Tata Manza Aqua Quadrajet BS IV,165000,80000
Mahindra,Mahindra Verito 1.5 D2 BSIII,150000,280000
Hyundai,Hyundai Creta 1.6 CRDi SX Option,1025000,90000
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,1030000,250000
Chevrolet,Chevrolet Cruze LT,380000,90000
Maruti,Maruti Swift Dzire LDi,250000,110000
Maruti,Maruti Zen LX,85000,80000
Fiat,Fiat Punto EVO 1.3 Dynamic,500000,35000
Hyundai,Hyundai EON Era Plus,350000,15000
Maruti,Maruti Alto LXi BSIII,190000,52000
Volkswagen,Volkswagen Jetta 1.9 TDI Trendline,940000,140000
Maruti,Maruti Swift VXI,475000,60000
Maruti,Maruti Alto 800 LXI,300000,17000
Chevrolet,Chevrolet Beat LS,250000,70000
Maruti,Maruti Zen LX,93000,97000
Ford,Ford Figo Diesel ZXI,290000,125000
Tata,Tata Indica GLS BS IV,75000,300000
Mahindra,Mahindra XUV500 W8 2WD,1000000,120000
Hyundai,Hyundai i20 Asta 1.4 CRDi,550000,87000
Fiat,Fiat Punto 1.3 Emotion,285000,75000
Tata,Tata Indigo Grand Petrol,240000,60000
Hyundai,Hyundai Creta 1.6 VTVT S,850000,25000
Hyundai,Hyundai i20 Active 1.2 SX,650000,26000
Maruti,Maruti Celerio Green VXI,365000,78000
Hyundai,Hyundai i20 Active 1.2 SX,650000,26000
Chevrolet,Chevrolet Sail 1.2 Base,260000,35000
Tata,Tata Indigo Grand Petrol,250000,100000
Tata,Tata New Safari 4X2,550000,80000
Maruti,Maruti Wagon R LXI,70000,90000
Chevrolet,Chevrolet Sail Hatchback LT ABS,225000,80000
Honda,Honda City 1.3 EXI,145000,100000
Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,930000,20000
Maruti,Maruti Swift VXI,550000,51000
Maruti,Maruti Alto LX BSIII,85000,120000
Hyundai,Hyundai EON Era Plus Sports Edition,280000,55000
Hyundai,Hyundai EON Magna Plus,360000,6000
Maruti,Maruti Alto LXi,150000,40000
Skoda,Skoda Rapid 1.6 MPI AT Ambition BSIV,900000,15000
Ambassador,Ambassador CLASSIC 1500 DSL AC,120000,50000
Fiat,Fiat Linea T Jet Emotion,215000,90000
Renault,Renault Scala Diesel RxL,550000,38500
Tata,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,775000,35000
Maruti,Maruti Gypsy King HT BSIV,409999,49359
Maruti,Maruti 800 AC Uniq,65000,70000
Maruti,Maruti Wagon R LXI Minor,200000,90000
Maruti,Maruti Wagon R VXI BS IV,240000,50000
Toyota,Toyota Innova 2.5 VX 8 STR,800000,108731
Toyota,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,400000,120000
Maruti,Maruti Wagon R VXI BSIII,229999,40000
Ford,Ford Ecosport 1.5 DV5 MT Titanium,580000,120000
Toyota,Toyota Corolla H2,175000,100000
Maruti,Maruti Ritz VDi,250000,110000
Hyundai,Hyundai EON Magna Plus,320000,80000
Nissan,Nissan Micra Diesel XV,300000,90000
Mahindra,Mahindra TUV 300 mHAWK100 T8,800000,60000
Hyundai,Hyundai Verna SX AT Diesel,245000,75000
Hyundai,Hyundai EON Magna Plus,300000,20000
Hyundai,Hyundai Xcent 1.2 CRDi E,350000,80000
Maruti,Maruti Zen LX - BS III,70000,105700
Maruti,Maruti Celerio VXI Optional,430999,14000
Chevrolet,Chevrolet Spark 1.0,80000,70000
Maruti,Maruti Alto 800 LXI Optional,335000,28000
Maruti,Maruti Eeco 7 Seater Standard BSIV,350000,51000
Maruti,Maruti Alto 800 LXI Opt BSIV,315000,56000
Volkswagen,Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,1100000,35000
Maruti,Maruti Esteem Lxi - BSIII,80000,24000
Maruti,Maruti Alto K10 VXI Optional,285000,64000
Tata,Tata Indigo TDI,100000,120000
Maruti,Maruti Alto LXi,225000,37091
Volvo,Volvo XC 90 D5 Inscription BSIV,4500000,80000
Maruti,Maruti Alto K10 VXI,320000,38900
Hyundai,Hyundai Creta 1.6 CRDi SX Plus,1249000,60000
Maruti,Maruti Wagon R LXI Minor,120000,110000
Volkswagen,Volkswagen Vento Diesel Trendline,200000,100000
Hyundai,Hyundai Creta 1.6 CRDi SX,1151000,85000
Tata,Tata Indica Vista Quadrajet LS,120000,140000
Renault,Renault KWID RXT,220000,20000
Tata,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,750000,15000
Mahindra,Mahindra TUV 300 T10 Dual Tone,784000,40000
Honda,Honda Jazz 1.2 S i VTEC,500000,50000
Hyundai,Hyundai EON Era Plus,350000,20000
Mahindra,Mahindra XUV500 W7 AT BSIV,1400000,50000
Mahindra,Mahindra Thar CRDe AC,600000,100000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna BSIV,525000,9400
Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,930000,12000
Maruti,Maruti Eeco 5 STR With AC Plus HTR CNG,440000,14100
Maruti,Maruti Celerio ZXI,434999,21000
Hyundai,Hyundai i10 Magna,250000,28000
Maruti,Maruti Ertiga SHVS ZDI Plus,940000,35000
Hyundai,Hyundai Verna 1.6 CRDi AT SX,1050000,31000
Maruti,Maruti Ertiga SHVS ZDI,825000,58000
Maruti,Maruti Wagon R VXI Minor,229999,25000
Hyundai,Hyundai i20 1.2 Asta,375000,72000
Maruti,Maruti Ertiga ZDI,640000,89000
Toyota,Toyota Innova 2.5 V Diesel 8-seater,800000,160000
Ford,Ford Figo Petrol ZXI,130000,30000
Hyundai,Hyundai i10 Sportz 1.1L,300000,37555
Maruti,Maruti Wagon R VXI BS IV,440000,14000
Maruti,Maruti Ertiga VXI CNG,595000,56600
Mahindra,Mahindra Scorpio EX,450000,110000
Maruti,Maruti Vitara Brezza VDi Option,690000,50000
Maruti,Maruti Alto 800 VXI,300000,5000
Chevrolet,Chevrolet Sail 1.2 Base,170000,100000
Toyota,Toyota Etios Liva GD SP,280000,120000
Maruti,Maruti Swift VXI BSIII,220000,67580
Hyundai,Hyundai Santro Xing GLS,140000,100000
Maruti,Maruti Esteem Lxi,45000,60000
Ford,Ford Figo Diesel Titanium,200000,125000
Mahindra,Mahindra Scorpio 2.6 Turbo 7 Str,325000,120000
Hyundai,Hyundai Verna CRDi SX,300000,130000
Maruti,Maruti 800 AC,120000,250000
Hyundai,Hyundai Creta 1.6 CRDi SX,535000,52600
Honda,Honda City i DTEC S,520000,82000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890
Mahindra,Mahindra Verito Vibe 1.5 dCi D6,280000,40000
Nissan,Nissan Sunny XL D,225000,78000
Ford,Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,750000,48238
Hyundai,Hyundai i20 1.2 Magna Executive,535000,38365
Mahindra,Mahindra XUV500 W10 1.99 mHawk,1250000,23670
Maruti,Maruti Baleno Zeta 1.2,650000,49834
Honda,Honda Brio S MT,295000,57353
Maruti,Maruti Swift DDiS VDI,480000,68308
Honda,Honda City i DTEC SV,575000,63240
Mahindra,Mahindra Scorpio 1.99 S4,509999,60000
Maruti,Maruti Alto LXi,69000,100000
Tata,Tata Manza Aura Safire BS IV,200000,60000
Toyota,Toyota Innova 2.5 GX 8 STR BSIV,449000,90000
Tata,Tata Harrier XE,426000,1000
Ford,Ford Ecosport 1.5 Petrol Ambiente,650000,6000
Tata,Tata Tiago 1.05 Revotorq XM,260000,50000
Mahindra,Mahindra Bolero Power Plus Plus AC BSIV PS,295000,90000
Maruti,Maruti Eeco 5 Seater AC BSIV,260000,30000
Tata,Tata Indica Vista Quadrajet LS,120000,140000
Hyundai,Hyundai Verna SX,155000,65000
Honda,Honda Jazz 1.5 VX i DTEC,450000,38000
Tata,Tata New Safari DICOR 2.2 GX 4x2 BS IV,320000,80000
Hyundai,Hyundai Verna i (Petrol),123000,50000
Hyundai,Hyundai Santro Xing XO,80000,110000
Maruti,Maruti SX4 Celebration Petrol,220000,90000
Hyundai,Hyundai i20 Active S Diesel,650000,37000
Maruti,Maruti Alto 800 LXI,285000,30000
Honda,Honda Amaze V CVT Petrol BSIV,725000,26000
Tata,Tata Indica Vista Aqua 1.2 Safire BSIV,97000,128000
Maruti,Maruti Ciaz ZXi,625000,30000
Hyundai,Hyundai i20 Active SX Petrol,550000,23000
Tata,Tata Indigo CR4,130000,120000
Hyundai,Hyundai i10 Magna,240000,40000
Nissan,Nissan Terrano XL 85 PS,600000,27000
Tata,Tata New Safari DICOR 2.2 EX 4x2,350000,65000
Hyundai,Hyundai EON Magna Plus,245000,32000
Maruti,Maruti Swift 1.3 VXi,199000,52536
Mahindra,Mahindra Xylo E4,330000,100000
Maruti,Maruti Ritz VXI,150000,80000
Hyundai,Hyundai Creta 1.6 CRDi SX,927999,90000
Maruti,Maruti Zen LXI,70000,60000
Hyundai,Hyundai Xcent 1.2 CRDi SX,399000,55000
Maruti,Maruti Swift VDI Optional,350000,90000
Mahindra,Mahindra Scorpio 2.6 CRDe,125000,50000
Hyundai,Hyundai Santro Xing XS,150000,90000
Hyundai,Hyundai EON Era Plus,250000,25000
Hyundai,Hyundai Verna 1.6 SX CRDi (O),675000,61000
Maruti,Maruti S-Cross Alpha DDiS 200 SH,950000,30000
Maruti,Maruti Eeco 5 STR With AC Plus HTR CNG,409999,45000
Fiat,Fiat Linea Emotion (Diesel),225000,60000
Honda,Honda Civic 1.8 V MT,350000,75000
Tata,Tata Indica LSI,51111,140000
Chevrolet,Chevrolet Sail 1.3 LS,290000,56000
Toyota,Toyota Camry Hybrid,310000,62000
Hyundai,Hyundai Verna CRDi SX,212000,58000
Skoda,Skoda Octavia Elegance 2.0 TDI AT,900000,49000
Chevrolet,Chevrolet Beat Diesel LT,221000,56000
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,675000,73000
Honda,Honda Amaze S i-Dtech,421000,69000
Maruti,Maruti SX4 Zxi BSIII,350000,10000
Hyundai,Hyundai Accent Executive CNG,140000,110000
Skoda,Skoda Octavia Ambiente 1.9 TDI MT,90000,116000
Honda,Honda City Edge Edition Diesel SV,830000,40000
Maruti,Maruti Wagon R LXI Minor,180000,30000
Maruti,Maruti Swift Vdi BSIII,210000,109000
Maruti,Maruti SX4 S Cross DDiS 320 Zeta,700000,90000
Tata,Tata Nano Cx BSIII,45000,7000
Tata,Tata Indigo LX,125000,120000
Hyundai,Hyundai Verna 1.6 VTVT S,530000,64916
Ford,Ford Ecosport 1.5 DV5 MT Trend,800000,37161
Maruti,Maruti Baleno Zeta 1.2,580000,15000
Audi,Audi Q3 2.0 TDI Quattro Premium Plus,1400000,118000
Renault,Renault KWID 1.0 RXL,300000,50852
Renault,Renault KWID RXT Optional,300000,30000
Maruti,Maruti Ciaz ZDi SHVS,700000,77000
Nissan,Nissan Sunny XL,250000,70000
Chevrolet,Chevrolet Tavera Neo 3 9 Str BSIII,500000,120000
Honda,Honda Accord 2.4 AT,428000,40000
Tata,Tata Harrier XZ BSIV,1400000,33000
Hyundai,Hyundai EON Era Plus,219000,53500
Maruti,Maruti Ertiga SHVS LDI,500000,40000
Honda,Honda City i DTEC S,520000,82000
Mahindra,Mahindra Scorpio 1.99 S4,509999,60000
Maruti,Maruti Baleno Alpha 1.2,556000,24000
Tata,Tata Indigo Grand Dicor,225000,120000
Honda,Honda Amaze EX i-Dtech,325000,65000
Maruti,Maruti Swift VDI,365000,65000
Hyundai,Hyundai Creta 1.6 CRDi SX Plus,850000,84000
Toyota,Toyota Etios GD SP,350000,75000
Maruti,Maruti Swift VDI,225000,50000
Maruti,Maruti Alto LX,135000,50000
Maruti,Maruti Wagon R LXI Minor,140000,49000
Maruti,Maruti SX4 S Cross DDiS 320 Delta,665000,560000
Renault,Renault KWID RXT,275000,14365
Toyota,Toyota Fortuner 2.8 4WD AT BSIV,2750000,41000
Hyundai,Hyundai Verna 1.6 SX,484999,65000
Maruti,Maruti Ciaz VDi Option SHVS,565000,65000
Maruti,Maruti Swift Dzire VDI,425000,61083
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,925000,75000
Mahindra,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,565000,72000
Renault,Renault Duster 110PS Diesel RxL,525000,65000
Honda,Honda City 1.5 S MT,409999,60000
Tata,Tata Tigor 1.2 Revotron XZ Option,570000,5000
Maruti,Maruti SX4 Zxi BSIII,160000,80000
Maruti,Maruti Ciaz ZDi Plus SHVS,749000,51500
Maruti,Maruti Swift Dzire VDi,300000,120000
Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,550000,79800
Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,550000,97000
Ford,Ford Ecosport 1.5 Diesel Titanium Plus,1250000,6590
Ford,Ford Figo Aspire 1.5 TDCi Titanium,700000,49957
Ford,Ford Figo 1.5 Sports Edition MT,600000,43235
Ford,Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,925000,50699
Ford,Ford Endeavour 3.2 Titanium AT 4X4,1800000,126000
Ford,Ford Figo Aspire 1.5 TDCi Titanium Plus,459999,140730
Hyundai,Hyundai i20 Active 1.2 SX,565000,46000
Hyundai,Hyundai EON Era Plus,170000,80000
Toyota,Toyota Qualis FS B3,150000,256000
Mahindra,Mahindra Scorpio VLX 2WD BSIII,295000,120000
Hyundai,Hyundai i20 Active 1.4 SX,819999,40000
Hyundai,Hyundai Elite i20 Diesel Asta Option,819999,40000
Maruti,Maruti Ritz VXi,320000,40000
Ford,Ford Ecosport 1.5 DV5 MT Titanium,550000,135000
Mahindra,Mahindra Bolero 2011-2019 SLX,550000,50000
Volkswagen,Volkswagen Ameo 1.5 TDI Comfortline,590000,98000
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,1050000,70000
Honda,Honda City i DTec V,950000,50000
Honda,Honda City i-DTEC VX,1000000,30000
Nissan,Nissan Terrano XE 85 PS,500000,120000
Fiat,Fiat Punto EVO 1.3 Emotion,450000,70000
Maruti,Maruti Swift Dzire VDI Optional,720000,35000
Maruti,Maruti Celerio VDi,390000,70000
Mahindra,Mahindra Thar 4X2,500000,35000
Toyota,Toyota Fortuner 2.7 2WD AT,2500000,70000
Hyundai,Hyundai i20 1.4 Asta Option,780000,50000
Maruti,Maruti Swift Dzire ZDI,484999,90000
Volkswagen,Volkswagen Vento Diesel Highline,420000,90000
Mahindra,Mahindra XUV500 W10 AWD,1225000,70000
Tata,Tata Indica Vista TDI LX,350000,50000
Mahindra,Mahindra Verito 1.5 D4 BSIV,350000,120000
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,800000,230000
Hyundai,Hyundai Santro Xing XG AT,125000,70000
Tata,Tata Indica V2 DLS BSII,75000,100000
Mahindra,Mahindra KUV 100 G80 K4 Plus,509999,15000
Tata,Tata Indigo Classic Dicor,215000,80000
Hyundai,Hyundai Grand i10 1.2 CRDi Asta,465000,25000
Maruti,Maruti Baleno Alpha 1.2,625000,52000
Hyundai,Hyundai Grand i10 CRDi Magna,490000,66000
Maruti,Maruti Ertiga SHVS ZDI,880000,64000
Hyundai,Hyundai Santro Xing GL Plus,290000,49000
Tata,Tata Sumo GX TC 7 Str BSIII,115999,100000
Maruti,Maruti Vitara Brezza LDi Option,685000,72000
Honda,Honda Jazz S,300000,50000
Hyundai,Hyundai i20 1.4 Sportz,680000,44000
Maruti,Maruti Swift Dzire VDI,480000,101000
Maruti,Maruti Swift VDI,630000,55000
Honda,Honda City 1.5 GXI,190000,115000
Maruti,Maruti Swift VDI,500000,100000
Volkswagen,Volkswagen Jetta 2.0L TDI Comfortline,850000,52000
Maruti,Maruti SX4 ZDI,350000,105000
Renault,Renault Duster 85PS Diesel RxE,425000,170000
Maruti,Maruti Swift VDI BSIV,495000,105000
Maruti,Maruti Ertiga SHVS VDI,890000,60000
Hyundai,Hyundai Verna CRDi 1.6 AT EX,1100000,25000
Mahindra,Mahindra XUV500 W8 2WD,650000,218000
Hyundai,Hyundai Grand i10 1.2 CRDi Asta,465000,25000
Maruti,Maruti Baleno Alpha 1.2,625000,52000
Hyundai,Hyundai Grand i10 CRDi Magna,490000,66000
Maruti,Maruti Ertiga SHVS ZDI,880000,64000
Hyundai,Hyundai Santro Xing GL Plus,290000,49000
Tata,Tata Sumo GX TC 7 Str BSIII,115999,100000
